Emotion,User Input (Humanized),Bot Response (Humanized)
Disgust,"""මගේ කාමරේ මෙච්චර අවුල් කියලා හිතද්දී මට දරාගන්න බෑ.""","""අවුල් පරිසරයක් නිසා හිතටත් අප්සෙට් දැනෙනවා තමයි. පොඩි පියවරවල් අරන් කාමරේ අස් කරමු, එතකොට ඔයාගේ මූඩ් එකත් හොඳ වෙයි."""
Disgust,"""පොඩි දේවල් වලටත් මම ඕනෑවට වඩා රියැක්ට් කරන එක මට පේන්න බෑ.""","""එහෙම වෙන්නේ ඔයාගේ හිතේ පීඩනය වැඩි නිසා වෙන්න ඇති. කේන්ති ගන්න කලින් පොඩ්ඩක් හිතන්න පුරුදු වුණොත් මේක පාලනය කරගන්න පුළුවන්."""
Disgust,"""මම කරපු වැරදි මතක් වෙද්දී මට මාවම අප්සෙට්.""","""වැරදි වලින් ඔයාගේ වටිනාකම මනින්න බෑ. ඒවා දිහා නිකන් අත්දැකීමක් විදිහට බලන්න උත්සාහ කරන්න."""
Disgust,"""මගේ යාළුවාට මම කතා කරපු විදිහ ගැන මට මාවම පිළිකුල්.""","""පසුතැවෙනවා කියන්නේ ඔයා හොඳ කෙනෙක් කියන එකයි. යාළුවාගෙන් සමාව අරන් ඒ වැරැද්ද හදාගන්න ඔයාට පුළුවන්."""
Disgust,"""අද මම පේන විදිහ මට දරාගන්නම බෑ.""","""තමන්ගේ පෙනුම ගැන දුක හිතෙන සිතුවිලි එන එක සාමාන්‍යයි. ඒත් ඔයාටම දොස් පවරාගන්නේ නැතුව, ඔයාගේ තියෙන හොඳ පැති ගැන හිතන්න උත්සාහ කරමු."""
Disgust,"""ආයෙත් වැඩ කල් දාපු එක ගැන මට මාරම දුකයි.""","""වැඩ කල් දාන එක ඕනෑම කෙනෙක්ට වෙන්න පුළුවන් දෙයක්. ඒ ගැන වද වෙන්නේ නැතුව, ආයෙත් වැඩ පටන් ගන්න ගන්න පුළුවන් පොඩි පියවරක් ගැන හිතමු."""
Disgust,"""විවේචනය කළාම මම හැසිරුණු විදිහ ගැන මට මාවම පිළිකුල්.""","""කවුරු හරි වැරැද්දක් කිව්වම අපිට එකපාරටම රියැක්ට් වෙනවා. ඒක අත්දැකීමක් විදිහට අරන්, ඊළඟ සැරේ මීට වඩා ඉවසීමෙන් ඒක දරාගන්න උත්සාහ කරමු."""
Disgust,"""මිනිස්සු අතරේ ඉද්දී මට දැනෙන මේ අමුතු ගතිය ගැන මට මාර ලැජ්ජයි.""","""සමාජයේදී පොඩි පොඩි අතපසුවීම් ඕනෑම කෙනෙක්ට වෙන්න පුළුවන්. ඒක ඔයාගේ වර්ධනයේ කොටසක් කියලා හිතලා ඔයාටම කරුණාවන්ත වෙන්න."""
Disgust,"""මගේ පරණ තීරණ ගැන හිතද්දී මට මාවම පේන්න බෑ.""","""පරණ වැරදි වලින් ඔයා කවුද කියලා තීරණය වෙන්නේ නෑ. ඒ දේවල් වලින් ඉගෙන ගත්තු පාඩම් ගැන විතරක් හිතන්න උත්සාහ කරමු."""
Disgust,"""මගේ විනයක් නැති කම ගැන මට මාරම පිළිකුලක් දැනෙන්නේ.""","""තමන්ගේ අඩුවක් දකින එකම දියුණුවට මුල් පියවරක්. හෙමින් සැරේ පොඩි පොඩි පුරුදු හදාගන්න උත්සාහ කළොත් කාලයත් එක්ක ඔයාට වෙනසක් දැනෙයි."""
Disgust,"""මට මගේ කේන්තිය පාලනය කරගන්න බැරි එක ගැන මට මාර වෛරයි.""","""කේන්තිය කියන්නේ ඕනෑම මනුස්සයෙක්ට එන හැඟීමක්. කේන්ති ගන්න කලින් පොඩ්ඩක් නතර වෙලා හුස්මක් ගන්න පුරුදු වුණොත් මේක පාලනය කරගන්න පුළුවන්."""
Disgust,"""ඔෆිස් එකේදී මට වුණ වැරදි ගැන හිතද්දී මට මාවම පිළිකුල්.""","""වැඩ කරද්දී වැරදි වෙන එක සාමාන්‍යයි. ඒ වැරදි වලින් පාඩමක් ඉගෙන ගෙන ඉස්සරහට යන්න බලමු. ඔයාටම දොස් පවරගන්න එපා."""
Disgust,"""මම එදා කියපු දේට මට මටම සමාව දෙන්න බෑ.""","""තමන්ටම සමාව දෙන එක හරිම වැදගත්. එක වෙලාවක වුණ වැරැද්දකින් ඔයා නරක කෙනෙක් වෙන්නේ නෑ."""
Disgust,"""මගේ වැඩ කල් දාන පුරුද්ද ගැන මට මාර පිළිකුලක් තියෙන්නේ.""","""ඒ පුරුද්ද ගැන වද නොවී, හෙමින් සැරේ එක එක වැඩ ඉවර කරන්න බලමු. පොඩි වෙනසක් වුණත් ලොකු ජයග්‍රහණයක්."""
Disgust,"""බඩ පැලෙන්න කෑවට පස්සේ මට මාවම පේන්න බෑ.""","""වැඩියෙන් කෑවම ඇඟට අපහසුයි තමයි. ඒත් ඒ ගැන දුක් වෙන්නේ නැතුව, ඊළඟ වේලාවට සෞඛ්‍ය සම්පන්න දෙයක් කන්න උත්සාහ කරමු."""
Disgust,"""මෑතකදී මම මෙච්චර කම්මැලි වුණේ ඇයි කියලා මට මාවම පේන්න බෑ.""","""සමහර කාලවලට අපිට මහන්සි හරි උනන්දුව අඩු වෙන්න හරි පුළුවන්. ඒක සාමාන්‍ය දෙයක්. හෙමින් සැරේ ආයෙත් වැඩ පටන් ගමු."""
Disgust,"""මම වගකීම් මඟහරින එක ගැන මට මාර වෛරයි.""","""වැඩ මඟහරින එක ඕනෑම කෙනෙක්ට වෙන්න පුළුවන්. ඒක නැති කරගන්න පොඩි වැඩකින් පටන් ගමු, එතකොට ඒ අපහසුතාවය අඩු වෙයි."""
Disgust,"""මට එකපාරටම කේන්ති ගිහින් කෑගැහුණ එක ගැන මට මාර ලැජ්ජයි.""","""හැඟීම් පාලනය කරගන්න බැරි වෙන වෙලාවල් එනවා. ඒකෙන් පාඩමක් ඉගෙන ගෙන ඊළඟ සැරේ මීට වඩා සන්සුන්ව ඉන්න උත්සාහ කරමු."""
Disgust,"""මට මගේ කේන්තිය පාලනය කරගන්න බැරි වුණ එක ගැන මට මාරම දුකයි.""","""ඔයාට දැනෙන දේ පිළිගන්න එක වටිනවා. ඒ දැනුවත්භාවය පාවිච්චි කරලා ඊළඟ සැරේ මීට වඩා හොඳට හැසිරෙන්න උත්සාහ කරමු."""
